Unnamed: 0,AWD,Intermittent irrigation,Mid-season drainage,Shortened flooding period,Controlled irrigation by crop stage,Aerobic rice cultivation,DSR,Dry direct seeding,Wet direct seeding,Mechanical transplanting,Reduced puddling,SSNM,Split nitrogen application,LCC-based nitrogen management,Deep placement of urea briquettes,No straw burning,Off-field use of rice straw,Rice-straw composting,Timed straw incorporation,Biochar application
Reduced puddling,79.21876960206247,14.2245315958571,-11.88299911393589,-19.30233524464744,68.78203995174705,36.73827056642628,-22.24822943966836,23.54823777955387,8.277805707453862,91.04550167225155,0.0,-7.874823444491442,-2.350843346562607,-25.92944656149522,-13.56528880310353,3.955801638837042,-1.382758694522791,-16.74796447654924,-17.76267707467305,34.41539662331968
SSNM,68.75185222534368,58.44120518338582,-10.58985418127605,-16.42773358448772,48.04619082678123,60.79377608029924,9.602868067832217,8.779863174765975,-11.82206850382211,-4.103233777320884,-7.874823444491442,0.0,43.98640152106164,24.22735435381174,56.65249404066114,8.557808813898344,7.238437078576874,33.0785545788567,22.29184889154754,78.71939735115738
Split nitrogen application,100.5635334668508,-25.51372646675844,110.0444722830229,18.63146025748488,-26.52785435479128,-19.73714156856475,9.088406764287258,1.330916317184097,29.51898096107018,-9.153988619136513,-2.350843346562607,43.98640152106164,0.0,71.73452837831947,48.85847418081632,6.278164229151072,-41.45966871982584,-5.863831732975236,-19.24182232683254,-5.687276760801902
LCC-based nitrogen management,61.19666123779426,9.943214881075281,3.585512699126323,-0.8152505227086805,61.80817264095098,8.695321489332372,5.274344087130391,-23.56607246229731,-11.41887323043589,-32.04519082117851,-25.92944656149522,24.22735435381174,71.73452837831947,0.0,61.51853790289962,0.1267812472453688,28.66429013212345,-1.135663887853831,8.606027179151065,21.7057400889182
Deep placement of urea briquettes,80.31831528989972,-8.545052926730685,16.70222491829157,-9.0996696068156,26.74796214885487,35.62760479075045,-2.069765361319217,23.42494186934639,4.657560402743367,-15.88272580050848,-13.56528880310353,56.65249404066114,48.85847418081632,61.51853790289962,0.0,9.079311586173922,-36.62812168430247,-29.9012166045441,-14.38960466569581,56.41261230168413
No straw burning,-8.128300327692312,-6.186930794404768,-23.77526108645702,3.45175835444239,-4.477176337609991,4.64339779252512,29.42983945986314,14.6154938227729,-17.26690529478763,5.525483586571075,3.955801638837042,8.557808813898344,6.278164229151072,0.1267812472453688,9.079311586173922,0.0,-11.19144572098979,62.56691593255911,89.77015304225202,152.4651087107696
Off-field use of rice straw,12.31958845150991,-7.261076931301435,-7.796196063115359,-2.372766522197651,-21.68776144466733,20.25431635639657,3.530248427448939,-23.44014385189632,7.667877287069902,1.087071707807645,-1.382758694522791,7.238437078576874,-41.45966871982584,28.66429013212345,-36.62812168430247,-11.19144572098979,0.0,0.0,0.0,-19.40299039302825
Rice-straw composting,-16.80312953925056,9.739449615711637,-4.444453941975468,4.387650027277127,50.34948075067841,1.063106951557347,-35.13443564957165,12.75067621795392,-2.500180606391553,14.0390725244254,-16.74796447654924,33.0785545788567,-5.863831732975236,-1.135663887853831,-29.9012166045441,62.56691593255911,0.0,0.0,0.0,-3.826879733901206
Timed straw incorporation,209.7301668481377,82.01866647264772,77.83784618625488,80.71891096154033,-5.747667230983522,6.32988523346616,-30.67722809832275,0.6556418575252159,-16.44500034580641,4.584227482301369,-17.76267707467305,22.29184889154754,-19.24182232683254,8.606027179151065,-14.38960466569581,89.77015304225202,0.0,0.0,0.0,29.10091152541423
Biochar application,189.2864529226688,-1.969709690188472,58.27724932014659,-24.48938063441,77.89012508975851,109.3338725618811,-1.226486916576946,6.240189431024877,0.2285211112131866,-3.592228276629171,34.41539662331968,78.71939735115738,-5.687276760801902,21.7057400889182,56.41261230168413,152.4651087107696,-19.40299039302825,-3.826879733901206,29.10091152541423,0.0
