coalition_size,Farmer_ID,shapley_earning
30,F00021,30746.851108264385
30,F00178,25451.31494140169
30,F00123,29142.114503802466
30,F00066,25990.646251979568
30,F00142,31914.216653085536
30,F00163,21456.558605792885
30,F00119,37557.10559651221
30,F00212,21104.14378853195
30,F00226,21251.728177910332
30,F00203,15804.88077280795
30,F00048,16523.122086817373
30,F00204,21700.399254666783
30,F00055,7991.828757092623
31,F00210,445191.46234358026
31,F00180,140509.3179512561
31,F00114,129876.60422089338
31,F00221,68005.76823463792
31,F00126,16155.654889401216
31,F00235,60896.89453356302
31,F00168,51337.30780095098
31,F00107,62622.54380031265
31,F00157,49513.78349388122
31,F00032,45131.36689221827
31,F00249,24531.100157921515
31,F00007,21761.742150515656
31,F00074,25027.183241653227
31,F00136,32294.485917752932
31,F00072,16903.3679843077
31,F00004,43490.103390997734
31,F00083,23360.780994605127
31,F00021,30771.884839132166
31,F00178,25539.122615812594
31,F00123,29229.837673359907
31,F00066,25992.645982212864
31,F00142,32044.923721983116
31,F00163,21417.2483495088
31,F00119,37545.015620755
31,F00212,21116.329872872553
31,F00226,21382.178108082964
31,F00203,15799.132643248075
31,F00048,16494.11226453177
31,F00204,21759.666624108784
31,F00055,7978.416520062505
31,F00068,28960.24626005634
32,F00210,445173.2862089181
32,F00180,140455.08289021376
32,F00114,129861.56165715205
32,F00221,68012.73639224358
32,F00126,16134.163895275939
32,F00235,60966.30200958203
32,F00168,51314.795014141084
32,F00107,62666.61712066172
32,F00157,49704.113995869564
32,F00032,45058.554941401366
32,F00249,24468.043086680766
32,F00007,21693.906703112403
32,F00074,25036.70423732286
32,F00136,32310.179463794942
32,F00072,16913.254694483556
32,F00004,43546.297688375525
32,F00083,23302.511032608632
32,F00021,30720.303088142246
32,F00178,25529.663580542732
32,F00123,29146.249944223513
32,F00066,25995.518847443658
32,F00142,32043.016147938066
32,F00163,21473.100263453365
32,F00119,37600.193140348914
32,F00212,21257.48958829477
32,F00226,21410.516000874773
32,F00203,15815.186956941998
32,F00048,16547.061670863415
32,F00204,21772.84618135072
32,F00055,7974.923217231278
32,F00068,29100.334894316762
32,F00060,10435.216606606788
33,F00210,445233.41804411414
33,F00180,140558.60628201556
33,F00114,129827.06865092186
33,F00221,68208.85619302915
33,F00126,16080.889528478152
33,F00235,60963.57464439938
33,F00168,51371.880932501306
33,F00107,62671.877789214624
33,F00157,49730.112475917456
33,F00032,45132.47835465696
33,F00249,24581.664552482394
33,F00007,21705.442876473426
33,F00074,25060.435350299187
33,F00136,32309.148074420733
33,F00072,16857.01025832267
33,F00004,43499.035250650566
33,F00083,23457.14963322029
33,F00021,30748.688523650206
33,F00178,25521.97146419852
33,F00123,29245.15517874105
33,F00066,26002.17769808474
33,F00142,32062.089822251903
33,F00163,21422.898269815938
33,F00119,37639.21102774015
33,F00212,21105.378721888366
33,F00226,21482.0297853901
33,F00203,15839.370557912958
33,F00048,16500.00730723217
33,F00204,21793.670208168536
33,F00055,8000.064019435288
33,F00068,29038.96280171007
33,F00060,10438.02026022865
33,F00092,17233.1347898751
34,F00210,445207.0541791499
34,F00180,140571.75059950378
34,F00114,129819.80139343214
34,F00221,68244.8051903835
34,F00126,16213.097250095174
34,F00235,60907.615539612576
34,F00168,51442.15926818309
34,F00107,62591.61156775668
34,F00157,49708.822933310155
34,F00032,45117.15153360018
34,F00249,24546.86643568416
34,F00007,21710.666340879186
34,F00074,25070.001095681324
34,F00136,32190.44070313055
34,F00072,16936.503962850238
34,F00004,43533.88315752713
34,F00083,23420.261607905453
34,F00021,30792.988818529713
34,F00178,25666.673589936672
34,F00123,29334.867070734435
34,F00066,26060.176172082745
34,F00142,32086.436272480096
34,F00163,21583.14164207512
34,F00119,37566.87208796831
34,F00212,21211.25132604244
34,F00226,21460.56945427812
34,F00203,15838.332271137164
34,F00048,16540.680896745846
34,F00204,21832.83354071152
34,F00055,7977.297077942014
34,F00068,28995.28060457843
34,F00060,10383.168638663172
34,F00092,17281.057084762615
34,F00165,12801.722265785515
35,F00210,445200.9423971261
35,F00180,140606.64499085819
35,F00114,129818.10596371048
35,F00221,68158.28318524793
35,F00126,16160.259135829981
35,F00235,60995.38964755546
35,F00168,51337.95752448069
35,F00107,62689.73533120845
35,F00157,49753.26523813437
35,F00032,45157.71396971697
35,F00249,24483.04317620035
35,F00007,21707.891340286023
35,F00074,25009.11170892321
35,F00136,32332.760496770512
35,F00072,16954.79395415318
35,F00004,43668.44821861086
35,F00083,23479.722420993578
35,F00021,30859.385865871118
35,F00178,25543.642617317997
35,F00123,29300.842153062564
35,F00066,25994.642072102735
35,F00142,32178.283739896004
35,F00163,21561.428636434193
35,F00119,37579.52645827333
35,F00212,21204.968937779446
35,F00226,21466.229783650724
35,F00203,15875.481971700963
35,F00048,16619.310599025543
35,F00204,21772.282601871513
35,F00055,8011.121173649226
35,F00068,29056.09214985504
35,F00060,10416.644405714174
35,F00092,17301.48586227696
35,F00165,12909.504537548552
35,F00213,16163.445503177276
36,F00210,445217.7636609473
36,F00180,140650.5208775156
36,F00114,129896.62113839026
36,F00221,68136.11324984948
36,F00126,16136.19675790534
36,F00235,61046.20777157557
36,F00168,51410.2136734221
36,F00107,62597.254941269384
36,F00157,49849.57653792402
36,F00032,45158.46688670907
36,F00249,24537.548398776555
36,F00007,21680.911908853122
36,F00074,25118.77178358876
36,F00136,32356.75370033195
36,F00072,16948.424803196784
36,F00004,43584.30155718992
36,F00083,23410.36704452491
36,F00021,30825.95168416391
36,F00178,25516.818325772245
36,F00123,29226.47863555682
36,F00066,26076.580435398595
36,F00142,32137.670332444362
36,F00163,21586.18533212308
36,F00119,37609.298602802766
36,F00212,21228.57757908288
36,F00226,21418.67541628891
36,F00203,15932.37610485565
36,F00048,16598.333884435753
36,F00204,21678.614946636273
36,F00055,8004.367478892915
36,F00068,29063.486572715225
36,F00060,10405.077669935776
36,F00092,17340.338625317137
36,F00165,12880.651624494812
36,F00213,16205.955665195119
36,F00056,3366.4359092003183
37,F00210,445221.6687004653
37,F00180,140667.3722419498
37,F00114,129821.59378344948
37,F00221,68192.2060229091
37,F00126,16154.357371863618
37,F00235,61043.58176182153
37,F00168,51402.51234370574
37,F00107,62674.047746415206
37,F00157,49750.343319253894
37,F00032,45157.88586539034
37,F00249,24525.974661968994
37,F00007,21769.489867197684
37,F00074,25200.46143696681
37,F00136,32274.175970442255
37,F00072,17036.794790157
37,F00004,43561.75918655828
37,F00083,23544.62668740377
37,F00021,30923.59224647733
37,F00178,25704.96797459734
37,F00123,29268.083036156346
37,F00066,26029.69903141874
37,F00142,32126.10882900574
37,F00163,21519.41889307324
37,F00119,37597.896330618634
37,F00212,21228.806647217833
37,F00226,21435.445648343608
37,F00203,15882.0781532105
37,F00048,16590.189981225038
37,F00204,21823.48428354422
37,F00055,8004.450919229673
37,F00068,29023.729128153245
37,F00060,10452.46000222612
37,F00092,17357.823880966153
37,F00165,12907.940859169303
37,F00213,16096.886660522505
37,F00056,3369.976196138937
37,F00087,22399.229546912422
38,F00210,445198.16909436247
38,F00180,140568.8806704743
38,F00114,129845.42089754624
38,F00221,68202.47506433763
38,F00126,16194.436116745783
38,F00235,61028.076101634826
38,F00168,51356.53386597314
38,F00107,62687.38214977872
38,F00157,49765.144165274614
38,F00032,45165.33282656551
38,F00249,24621.714458168983
38,F00007,21683.139243341728
38,F00074,25142.819070769438
38,F00136,32371.512319616937
38,F00072,17029.02448990434
38,F00004,43599.34854722754
38,F00083,23456.504103446507
38,F00021,30949.174056450112
38,F00178,25539.148195599886
38,F00123,29242.22745742526
38,F00066,26073.71599366497
38,F00142,32184.792519713355
38,F00163,21594.582499524673
38,F00119,37610.64817996154
38,F00212,21238.99911186188
38,F00226,21446.18896391659
38,F00203,15921.151470019578
38,F00048,16665.78060264636
38,F00204,21908.057316038386
38,F00055,8060.9369312644185
38,F00068,29084.67599067089
38,F00060,10465.542911100862
38,F00092,17324.851407820388
38,F00165,12888.286027887778
38,F00213,16129.882171680734
38,F00056,3365.9897250588156
38,F00087,22294.487806597124
38,F00244,4099.221356527713
39,F00210,445197.7725527607
39,F00180,140735.7682373581
39,F00114,129871.78121795163
39,F00221,68262.63814217626
39,F00126,16192.689696791429
39,F00235,61007.009245006084
39,F00168,51388.40665381408
39,F00107,62648.97022456747
39,F00157,49784.39261942161
39,F00032,45265.240876055825
39,F00249,24562.034534397593
39,F00007,21858.518127810083
39,F00074,25232.80984462305
39,F00136,32390.5983876308
39,F00072,16886.34519841255
39,F00004,43650.134145436416
39,F00083,23552.122740851304
39,F00021,30875.260274973167
39,F00178,25610.08771159207
39,F00123,29206.03057455697
39,F00066,26003.959325416905
39,F00142,32125.66545935024
39,F00163,21569.386983887474
39,F00119,37631.73866033461
39,F00212,21293.666759666976
39,F00226,21453.828886081603
39,F00203,15920.236219276097
39,F00048,16689.86064302192
39,F00204,21876.47824687227
39,F00055,8026.923991426338
39,F00068,29048.71648359201
39,F00060,10488.2789719687
39,F00092,17304.963814289822
39,F00165,12902.423501782328
39,F00213,16147.503665406564
39,F00056,3379.359212177388
39,F00087,22218.593123185663
39,F00244,4098.281933870523
39,F00192,10888.79023940968
40,F00210,445296.97419035004
40,F00180,140598.03868596948
40,F00114,129963.63207879837
40,F00221,68218.7384018247
40,F00126,16275.210694034353
40,F00235,61021.68892014107
40,F00168,51406.20555304639
40,F00107,62654.75286133612
40,F00157,49684.143964721174
40,F00032,45137.58312423405
40,F00249,24637.51398752375
40,F00007,21796.844166376457
40,F00074,25281.283854920064
40,F00136,32400.652300526213
40,F00072,16975.09257846792
40,F00004,43703.744039765385
40,F00083,23428.336177352205
40,F00021,30892.3260951307
40,F00178,25640.899329728007
40,F00123,29294.02248105238
40,F00066,26121.18169452499
40,F00142,32125.362851706916
40,F00163,21587.762887114794
40,F00119,37603.77412481833
40,F00212,21243.490746701656
40,F00226,21489.42994549072
40,F00203,15955.580672993254
40,F00048,16661.28803156965
40,F00204,21918.365840550825
40,F00055,7992.232718927377
40,F00068,29019.812551367788
40,F00060,10447.053799831412
40,F00092,17333.81119021367
40,F00165,12890.749831664694
40,F00213,16149.38489028849
40,F00056,3361.2035918330885
40,F00087,22283.715575198938
40,F00244,4078.110511933264
40,F00192,10869.79217900975
40,F00240,4006.5498492803104
